type,unit,label,labelLang,symbol,definition
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/pint-Imperial,pint (imperial),en,,The pint is a unit of volume defined as 568.26125 millilitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/pint-Imperial,pint (imperial),en,,The pint is a unit of volume defined as 568.26125 millilitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/quart-Imperial,quart (imperial),en,,The imperial quart is a unit of volume defined as 1.1365 litre.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/quart-Imperial,quart (imperial),en,,The imperial quart is a unit of volume defined as 1.1365 litre.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/stere,stere,en,,The stere is a unit of volume defined as cubic metre.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/stere,stere,en,,The stere is a unit of volume defined as cubic metre.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/tablespoon-US,tablespoon (US),en,,The US tablespoon is a unit of volume defined as 1.478676e-5 cubic metre.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/tablespoon-US,tablespoon (US),en,,The US tablespoon is a unit of volume defined as 1.478676e-5 cubic metre.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/teaspoon-US,teaspoon (US),en,,The US teaspoon is a unit of volume defined as 4.928922e-6 cubic metre.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/teaspoon-US,teaspoon (US),en,,The US teaspoon is a unit of volume defined as 4.928922e-6 cubic metre.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/dessertspoon,dessertspoon,en,,The desserspoon is a unit of volume defined as 2 teaspoon.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/dessertspoon,dessertspoon,en,,The desserspoon is a unit of volume defined as 2 teaspoon.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/ton-Register,ton (register),en,,The register ton is a unit of volume defined as 100 cubic foot = 2.8316846592 cubic metre.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/ton-Register,ton (register),en,,The register ton is a unit of volume defined as 100 cubic foot = 2.8316846592 cubic metre.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/degree,degree,en,°,The degree is a unit of angle defined as 1.745329e-2 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/degree,degree,en,°,The degree is a unit of angle defined as 1.745329e-2 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/degree,graad,nl,°,The degree is a unit of angle defined as 1.745329e-2 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/degree,graad,nl,°,The degree is a unit of angle defined as 1.745329e-2 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/degree,度,zh,°,The degree is a unit of angle defined as 1.745329e-2 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/degree,度,zh,°,The degree is a unit of angle defined as 1.745329e-2 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/gon,gon,en,gon,The gon is a unit of angle defined as 1.570796e-2 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/gon,gon,en,gon,The gon is a unit of angle defined as 1.570796e-2 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/mil-Angle,mil (angle),en,,The mil (angle) is a unit of angle defined as 9.817477e-4 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/mil-Angle,mil (angle),en,,The mil (angle) is a unit of angle defined as 9.817477e-4 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/minute-Angle,minute (angle),en,',The minute (angle) is a unit of angle defined as 2.908882e-4 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/minute-Angle,minute (angle),en,',The minute (angle) is a unit of angle defined as 2.908882e-4 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/minute-Angle,minuut (hoek),nl,',The minute (angle) is a unit of angle defined as 2.908882e-4 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/minute-Angle,minuut (hoek),nl,',The minute (angle) is a unit of angle defined as 2.908882e-4 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/minute-Angle,分钟（角）,zh,',The minute (angle) is a unit of angle defined as 2.908882e-4 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/minute-Angle,分钟（角）,zh,',The minute (angle) is a unit of angle defined as 2.908882e-4 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/radian,radian,en,rad,The radian is a unit of angle defined as the angle subtended at the center of a circle by an arc that is equal in length to the radius of the circle.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/radian,radian,en,rad,The radian is a unit of angle defined as the angle subtended at the center of a circle by an arc that is equal in length to the radius of the circle.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/radian,radiaal,nl,rad,The radian is a unit of angle defined as the angle subtended at the center of a circle by an arc that is equal in length to the radius of the circle.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/radian,radiaal,nl,rad,The radian is a unit of angle defined as the angle subtended at the center of a circle by an arc that is equal in length to the radius of the circle.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/radian,弧度,zh,rad,The radian is a unit of angle defined as the angle subtended at the center of a circle by an arc that is equal in length to the radius of the circle.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/radian,弧度,zh,rad,The radian is a unit of angle defined as the angle subtended at the center of a circle by an arc that is equal in length to the radius of the circle.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/revolution,revolution,en,r,The revolution is a unit of angle defined as 6.283185 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/revolution,revolution,en,r,The revolution is a unit of angle defined as 6.283185 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/second-Angle,second (angle),en,"""",The second (angle) is a unit of angle defined as 4.848137e-6 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/second-Angle,second (angle),en,"""",The second (angle) is a unit of angle defined as 4.848137e-6 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/second-Angle,seconde (hoek),nl,"""",The second (angle) is a unit of angle defined as 4.848137e-6 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/second-Angle,seconde (hoek),nl,"""",The second (angle) is a unit of angle defined as 4.848137e-6 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/second-Angle,秒（角度）,zh,"""",The second (angle) is a unit of angle defined as 4.848137e-6 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/second-Angle,秒（角度）,zh,"""",The second (angle) is a unit of angle defined as 4.848137e-6 radian.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/steradian,steradian,en,sr,The steradian is a unit of solid angle defined as the solid angle subtended at the center of a sphere by a portion of the surface of the sphere that has an area equal to the square of the radius of the sphere.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/steradian,steradian,en,sr,The steradian is a unit of solid angle defined as the solid angle subtended at the center of a sphere by a portion of the surface of the sphere that has an area equal to the square of the radius of the sphere.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/steradian,steradiaal,nl,sr,The steradian is a unit of solid angle defined as the solid angle subtended at the center of a sphere by a portion of the surface of the sphere that has an area equal to the square of the radius of the sphere.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/steradian,steradiaal,nl,sr,The steradian is a unit of solid angle defined as the solid angle subtended at the center of a sphere by a portion of the surface of the sphere that has an area equal to the square of the radius of the sphere.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/steradian,球面度,zh,sr,The steradian is a unit of solid angle defined as the solid angle subtended at the center of a sphere by a portion of the surface of the sphere that has an area equal to the square of the radius of the sphere.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/steradian,球面度,zh,sr,The steradian is a unit of solid angle defined as the solid angle subtended at the center of a sphere by a portion of the surface of the sphere that has an area equal to the square of the radius of the sphere.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BirminghamGauge,Birmingham gauge,en,G,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BirminghamGauge,Birmingham gauge,en,G,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/FrenchGauge,French gauge,en,Fr,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/FrenchGauge,French gauge,en,Fr,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/solarRadius,solar radius,en,R_☉,Solar radius is a unit used in astronomy to denote stellar or stellar system radii (http://en.wikipedia.org/wiki/solarRadius).
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/solarRadius,solar radius,en,R_☉,Solar radius is a unit used in astronomy to denote stellar or stellar system radii (http://en.wikipedia.org/wiki/solarRadius).
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/bar-Food,bar (food),en,,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/bar-Food,reep,nl,,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/bottle,bottle,en,,
